student_id,roll_number,registration_number,university_id,college_id,department_id,program_name,specialization,gender,date_of_birth,age,category,minority_status,domicile_state,nationality,family_income_range,parent_education_level,parent_occupation,first_generation_learner,scholarship_status,financial_aid_type,10th_percentage,10th_board,12th_percentage,12th_board,12th_stream,entrance_exam_score,entrance_exam_rank,admission_type,gap_years,academic_year,semester,course_code,course_name,course_type,credit_score,course_difficulty_index,faculty_id,total_lectures,lectures_attended,attendance_percentage,attendance_status,lms_login_frequency,avg_session_duration_minutes,assignment_submission_rate,late_submission_count,forum_participation_count,quiz_attempt_rate,assignment_marks_avg,quiz_marks_avg,midterm_marks,internal_assessment_total,internal_rank,improvement_trend,end_sem_marks,practical_marks,theory_marks,total_marks,percentage,grade,grade_point,sgpa,cgpa,pass_fail_status,backlog_count,study_hours_per_day,sleep_hours_avg,mobile_usage_hours,hostel_resident,commute_time_minutes,part_time_job,extracurricular_participation_level,stress_level,motivation_level,time_management_score,learning_style,career_clarity_score,self_efficacy_score,faculty_experience_years,faculty_rating_avg,student_teacher_ratio,class_size,teaching_method,course_feedback_score,library_usage_frequency,lab_access_hours,mentorship_sessions_attended,remedial_classes_attended,placement_training_participation,student_id_2,roll_number_2,department,program,academic_year_2,course_code_2,attendance_percentage_2,internal_marks,external_marks,sgpa_2,gender_2,age_2,study_hours
75,ROLL0075,REG20260075,UNI001,COL001,MCA,B.Tech,Cloud,Female,2001-10-04,25,SC,No,UP,Indian,10L+,Postgraduate,Service,Yes,No,None,66.85,State Board,92.52,CBSE,Commerce,131,914,Merit,1,2025-26,5,CS306,Python,Elective,2,1.98,FAC002,45,37,94.29,Shortage,11,76,72.69,4,11,74.71,58.8,77.54,27,32,49,Stable,43,27,42,75,75.0,A,7.02,7.37,8.9,Pass,1,2.5,5.9,6.0,No,22,Yes,High,High,Medium,9,Auditory,4,8,10,3.95,55,37,Traditional,3.36,8,6,6,1,Yes,75,ROLL0075,IT,B.Tech,2025-26,CS148,70.89,32,43,7.37,Female,25,2.5
76,ROLL0076,REG20260076,UNI001,COL001,MCA,B.Tech,Cloud,Female,2004-05-17,22,General,No,Punjab,Indian,2-5L,10th,Self-employed,No,No,Private,77.61,State Board,88.48,CBSE,Science,84,483,Management,1,2025-26,6,CS214,DBMS,Elective,2,4.47,FAC019,54,43,77.28,Shortage,5,89,95.41,5,14,67.87,87.8,63.49,17,25,97,Upward,45,35,40,70,70.0,B,9.98,9.29,7.84,Pass,1,6.3,6.2,4.4,Yes,34,No,High,High,High,9,Auditory,1,4,19,3.62,23,37,Online,3.19,1,5,8,2,No,76,ROLL0076,ECE,MCA,2025-26,CS491,63.55,25,45,9.29,Male,22,2.1
77,ROLL0077,REG20260077,UNI001,COL001,CSE,B.Tech,AI,Female,2001-12-25,25,General,Yes,Bihar,Indian,10L+,Postgraduate,Business,Yes,No,None,77.2,CBSE,69.02,ICSE,Science,146,4786,Entrance,0,2025-26,1,CS314,OS,Core,3,1.68,FAC002,46,52,80.7,Regular,28,35,88.94,5,14,62.84,90.89,59.42,26,38,1,Stable,50,24,60,88,88.0,D,9.09,8.38,9.09,Fail,2,7.4,6.7,2.6,Yes,15,No,Low,Medium,High,1,Visual,4,8,5,4.01,60,108,Traditional,4.79,7,6,8,1,Yes,77,ROLL0077,MCA,MCA,2025-26,CS430,61.58,38,50,8.38,Male,25,3.6
78,ROLL0078,REG20260078,UNI001,COL001,BCA,BCA,Cyber Security,Female,2002-06-11,24,General,Yes,Punjab,Indian,10L+,Graduate,Service,No,Yes,Government,96.58,CBSE,77.14,CBSE,Commerce,95,2923,Management,0,2025-26,5,CS272,Python,Core,5,3.53,FAC014,43,53,60.65,Shortage,16,104,73.59,1,13,93.27,73.1,78.55,22,27,63,Stable,42,23,54,69,69.0,B,7.43,6.19,9.28,Fail,1,2.1,6.6,5.9,Yes,23,Yes,Medium,Low,Medium,5,Visual,5,7,24,3.86,55,97,Traditional,3.29,7,6,1,1,Yes,78,ROLL0078,IT,MCA,2025-26,CS269,76.03,27,42,6.19,Female,24,2.0
79,ROLL0079,REG20260079,UNI001,COL001,BCA,MCA,AI,Male,2004-12-22,22,OBC,Yes,UP,Indian,2-5L,12th,Farmer,Yes,Yes,Government,88.28,State Board,76.79,CBSE,Commerce,164,150,Management,0,2025-26,5,CS249,Python,Core,2,1.29,FAC014,56,41,60.27,Shortage,24,74,80.89,4,12,83.0,82.48,84.06,27,36,23,Upward,47,26,53,83,83.0,A,7.71,8.47,8.7,Fail,1,6.6,5.3,2.5,No,40,No,Medium,Medium,Medium,3,Visual,4,5,9,3.91,32,31,Traditional,4.52,7,14,8,1,No,79,ROLL0079,MCA,B.Tech,2025-26,CS399,63.5,36,47,8.47,Female,22,2.0
80,ROLL0080,REG20260080,UNI001,COL001,ECE,BCA,Cloud,Female,2000-02-09,26,ST,Yes,UP,Indian,0-2L,10th,Farmer,No,Yes,Government,80.89,ICSE,60.59,CBSE,Science,103,2423,Merit,2,2025-26,5,CS360,Data Structures,Elective,2,3.91,FAC008,51,45,83.51,Regular,30,87,71.83,4,6,65.39,76.87,69.33,28,27,21,Downward,52,20,50,79,79.0,A,9.73,8.19,7.28,Pass,2,7.5,7.2,4.1,Yes,40,No,Low,Low,Medium,1,Kinesthetic,10,3,14,4.29,23,46,Traditional,4.49,4,5,4,5,Yes,80,ROLL0080,IT,BCA,2025-26,CS152,95.28,27,52,8.19,Female,26,5.6
81,ROLL0081,REG20260081,UNI001,COL001,MCA,MCA,Cyber Security,Male,2003-10-24,23,ST,Yes,Punjab,Indian,10L+,12th,Service,Yes,Yes,Government,74.8,ICSE,68.84,State Board,Science,94,3391,Management,1,2025-26,2,CS437,ML,Core,3,2.73,FAC016,46,36,87.52,Shortage,24,26,89.67,2,11,75.66,52.22,93.58,25,32,92,Upward,58,24,44,90,90.0,D,9.27,6.35,7.05,Fail,3,3.5,5.4,2.4,No,50,Yes,Low,High,High,3,Kinesthetic,4,5,5,4.64,37,64,Online,3.13,2,18,7,1,Yes,81,ROLL0081,BCA,BCA,2025-26,CS128,72.51,32,58,6.35,Female,23,2.5
82,ROLL0082,REG20260082,UNI001,COL001,IT,MCA,Software Engg,Female,2005-02-16,21,General,Yes,Delhi,Indian,2-5L,12th,Self-employed,No,Yes,None,81.52,State Board,71.06,CBSE,Science,187,4712,Management,0,2025-26,4,CS196,ML,Elective,4,2.43,FAC012,45,51,61.66,Regular,24,101,81.22,3,6,92.66,60.31,69.51,27,28,48,Upward,42,21,50,70,70.0,D,6.79,8.98,6.66,Pass,2,7.2,5.5,4.1,No,40,No,Medium,High,Low,7,Auditory,8,5,19,4.3,50,48,Hybrid,4.05,2,18,7,1,No,82,ROLL0082,CSE,BCA,2025-26,CS180,61.47,28,42,8.98,Female,21,2.5
83,ROLL0083,REG20260083,UNI001,COL001,BCA,MCA,Cloud,Female,2001-10-15,25,ST,Yes,Bihar,Indian,10L+,10th,Business,Yes,No,None,73.9,CBSE,83.64,State Board,Arts,160,3398,Merit,2,2025-26,3,CS133,ML,Core,3,1.63,FAC019,59,47,64.78,Regular,21,59,83.17,3,5,81.33,77.13,63.78,19,22,36,Downward,57,27,57,79,79.0,D,7.39,6.9,8.2,Fail,1,2.8,5.0,3.9,No,9,No,Low,Low,Medium,5,Visual,6,8,12,3.96,27,59,Hybrid,4.64,10,18,3,2,Yes,83,ROLL0083,ECE,MCA,2025-26,CS443,62.44,22,57,6.9,Male,25,4.0
84,ROLL0084,REG20260084,UNI001,COL001,BCA,MCA,Cyber Security,Male,2002-10-29,24,SC,Yes,Bihar,Indian,2-5L,12th,Business,No,Yes,Government,65.13,ICSE,70.23,State Board,Science,196,4630,Entrance,1,2025-26,3,CS370,DBMS,Elective,2,4.93,FAC020,54,40,69.49,Shortage,28,90,70.31,1,8,79.78,55.62,83.64,23,26,97,Upward,42,30,51,68,68.0,C,9.86,6.11,7.71,Fail,2,6.1,7.8,4.3,Yes,18,No,High,Low,Low,2,Auditory,6,1,6,4.24,52,69,Online,4.96,6,17,1,2,Yes,84,ROLL0084,IT,B.Tech,2025-26,CS371,60.47,26,42,6.11,Male,24,7.9
85,ROLL0085,REG20260085,UNI001,COL001,BCA,MCA,DS,Male,2002-02-04,24,General,No,Bihar,Indian,5-10L,Postgraduate,Service,Yes,Yes,Private,67.22,CBSE,68.52,CBSE,Commerce,192,4785,Merit,0,2025-26,2,CS274,Python,Core,5,4.01,FAC006,41,34,98.32,Regular,14,71,89.8,1,19,90.96,53.21,55.04,18,26,98,Downward,43,28,40,69,69.0,A,7.91,8.51,7.93,Fail,0,6.2,6.6,2.9,No,34,Yes,High,Medium,Medium,8,Kinesthetic,2,4,7,3.74,48,101,Online,4.99,8,16,1,2,Yes,85,ROLL0085,BCA,BCA,2025-26,CS424,94.14,26,43,8.51,Male,24,5.9
86,ROLL0086,REG20260086,UNI001,COL001,BCA,B.Tech,Software Engg,Female,2005-01-14,21,General,Yes,UP,Indian,10L+,Postgraduate,Farmer,No,No,None,92.52,State Board,71.15,State Board,Commerce,173,2660,Merit,2,2025-26,5,CS418,Python,Elective,2,4.12,FAC002,48,43,76.86,Shortage,28,83,88.55,4,17,72.0,60.2,59.17,15,40,7,Downward,44,38,46,84,84.0,A,7.73,7.44,8.93,Pass,2,2.4,6.7,2.6,Yes,30,No,High,Medium,Medium,1,Auditory,4,5,18,4.47,53,52,Hybrid,3.2,2,19,7,4,Yes,86,ROLL0086,ECE,B.Tech,2025-26,CS185,90.16,40,44,7.44,Male,21,3.3
87,ROLL0087,REG20260087,UNI001,COL001,BCA,MCA,Cyber Security,Male,2004-03-28,22,ST,Yes,Punjab,Indian,0-2L,Graduate,Self-employed,No,Yes,Government,89.94,State Board,94.3,State Board,Commerce,199,3188,Management,0,2025-26,4,CS279,Python,Elective,3,2.53,FAC002,44,42,97.29,Regular,6,73,88.64,4,1,99.58,68.27,91.26,15,20,22,Stable,53,34,54,73,73.0,B,9.98,6.36,9.04,Fail,0,2.3,7.0,2.9,Yes,12,Yes,Low,Medium,High,8,Kinesthetic,10,8,24,4.44,45,63,Hybrid,4.07,10,11,6,5,Yes,87,ROLL0087,CSE,B.Tech,2025-26,CS201,88.96,20,53,6.36,Female,22,5.2
88,ROLL0088,REG20260088,UNI001,COL001,BCA,MCA,Cloud,Female,2001-11-21,25,OBC,Yes,Punjab,Indian,2-5L,Postgraduate,Farmer,Yes,Yes,Government,90.28,ICSE,74.63,ICSE,Science,53,3907,Entrance,2,2025-26,6,CS444,Data Structures,Elective,5,1.74,FAC005,44,48,79.75,Regular,15,20,89.84,3,1,79.52,94.91,52.09,26,21,42,Downward,60,29,48,81,81.0,B,6.58,8.85,9.74,Pass,2,2.3,5.7,5.7,Yes,59,Yes,Low,Low,Low,10,Auditory,10,6,9,4.94,46,107,Traditional,3.77,6,6,5,3,Yes,88,ROLL0088,BCA,B.Tech,2025-26,CS329,61.56,21,60,8.85,Male,25,6.1
89,ROLL0089,REG20260089,UNI001,COL001,IT,BCA,Cloud,Male,2002-04-09,24,General,Yes,Delhi,Indian,0-2L,12th,Farmer,Yes,Yes,None,88.83,State Board,74.14,ICSE,Science,168,3182,Management,2,2025-26,3,CS347,Python,Core,2,2.77,FAC009,42,52,67.86,Regular,20,95,75.37,1,5,82.86,81.25,64.59,20,23,4,Downward,41,28,46,64,64.0,D,8.73,9.01,8.58,Pass,1,3.2,6.5,3.2,Yes,54,Yes,Medium,Low,High,5,Kinesthetic,8,4,10,3.73,50,83,Traditional,4.4,6,16,2,4,No,89,ROLL0089,CSE,BCA,2025-26,CS355,96.13,23,41,9.01,Female,24,7.8
90,ROLL0090,REG20260090,UNI001,COL001,BCA,B.Tech,DS,Male,2002-08-12,24,SC,No,Haryana,Indian,2-5L,10th,Self-employed,Yes,No,Private,97.71,CBSE,71.61,ICSE,Arts,89,3626,Entrance,2,2025-26,3,CS114,Data Structures,Elective,3,3.7,FAC004,52,49,78.26,Regular,20,67,86.97,4,10,70.07,55.33,78.62,24,30,60,Stable,52,23,60,82,82.0,D,7.93,9.22,7.62,Fail,3,6.6,5.1,5.4,Yes,22,Yes,High,Low,Medium,5,Visual,10,5,23,4.62,21,48,Online,3.12,7,17,5,5,No,90,ROLL0090,BCA,B.Tech,2025-26,CS180,74.02,30,52,9.22,Male,24,3.9
91,ROLL0091,REG20260091,UNI001,COL001,MCA,BCA,Cyber Security,Female,2004-01-15,22,SC,No,Haryana,Indian,0-2L,Graduate,Business,No,Yes,None,84.14,State Board,95.35,ICSE,Arts,196,4735,Entrance,2,2025-26,4,CS493,ML,Elective,4,2.9,FAC017,46,51,64.71,Regular,30,55,84.42,2,10,78.12,84.23,56.99,21,28,50,Stable,47,34,44,75,75.0,D,8.24,9.24,7.7,Pass,1,5.1,5.6,5.0,No,12,No,Low,High,Medium,2,Visual,9,6,16,4.69,34,93,Hybrid,3.03,5,9,3,4,Yes,91,ROLL0091,CSE,MCA,2025-26,CS115,66.58,28,47,9.24,Female,22,6.3
92,ROLL0092,REG20260092,UNI001,COL001,CSE,B.Tech,Software Engg,Male,2001-11-01,25,ST,Yes,Delhi,Indian,2-5L,10th,Self-employed,Yes,No,Government,76.39,ICSE,65.35,ICSE,Arts,116,1683,Entrance,1,2025-26,6,CS318,ML,Elective,3,2.37,FAC009,52,31,62.5,Regular,10,35,86.23,2,11,66.95,55.12,86.62,21,27,23,Stable,58,29,50,85,85.0,B,8.45,9.51,9.74,Fail,3,6.5,5.1,5.3,Yes,10,Yes,High,High,High,5,Visual,8,5,17,4.12,54,86,Traditional,3.54,7,7,1,5,Yes,92,ROLL0092,IT,MCA,2025-26,CS279,83.87,27,58,9.51,Male,25,4.8
93,ROLL0093,REG20260093,UNI001,COL001,ECE,B.Tech,Software Engg,Male,2002-07-14,24,ST,No,Punjab,Indian,2-5L,12th,Farmer,Yes,No,Private,75.45,CBSE,86.25,ICSE,Science,114,1478,Management,1,2025-26,3,CS386,OS,Elective,5,1.77,FAC004,40,60,63.34,Shortage,29,99,89.45,0,5,80.14,54.74,60.84,16,39,27,Stable,43,20,52,82,82.0,B,9.31,7.69,7.61,Fail,3,2.8,7.6,5.0,Yes,56,No,Medium,High,High,4,Kinesthetic,6,2,10,3.19,27,38,Online,4.63,8,5,1,4,Yes,93,ROLL0093,ECE,B.Tech,2025-26,CS426,66.9,39,43,7.69,Male,24,5.5
94,ROLL0094,REG20260094,UNI001,COL001,BCA,MCA,Software Engg,Female,2003-12-10,23,General,No,Punjab,Indian,0-2L,12th,Farmer,Yes,Yes,None,84.65,ICSE,65.98,State Board,Science,123,975,Merit,0,2025-26,6,CS262,DBMS,Elective,2,3.16,FAC017,48,39,86.08,Shortage,11,69,82.98,2,8,74.15,78.07,76.41,15,38,25,Stable,57,23,55,95,95.0,B,6.44,6.73,9.72,Pass,0,4.2,6.3,4.3,Yes,19,Yes,Low,Low,High,10,Auditory,3,10,12,4.21,45,99,Online,4.8,9,6,3,3,Yes,94,ROLL0094,ECE,BCA,2025-26,CS270,86.18,38,57,6.73,Male,23,7.0
95,ROLL0095,REG20260095,UNI001,COL001,ECE,MCA,AI,Male,2004-08-02,22,OBC,No,Bihar,Indian,5-10L,Postgraduate,Self-employed,Yes,Yes,Private,81.55,CBSE,61.24,CBSE,Commerce,75,643,Entrance,2,2025-26,1,CS295,DBMS,Elective,4,1.09,FAC007,56,31,64.85,Regular,16,65,80.48,5,18,96.88,80.36,88.22,30,29,29,Downward,58,35,46,87,87.0,B,9.57,9.78,7.82,Fail,2,5.8,7.1,3.7,Yes,50,Yes,Medium,High,Low,7,Auditory,6,10,19,4.55,48,62,Hybrid,3.18,9,5,0,0,Yes,95,ROLL0095,CSE,B.Tech,2025-26,CS465,81.36,29,58,9.78,Male,22,2.3
96,ROLL0096,REG20260096,UNI001,COL001,ECE,BCA,DS,Female,2003-12-12,23,ST,Yes,Punjab,Indian,2-5L,10th,Business,Yes,No,None,74.63,CBSE,83.02,CBSE,Science,116,4129,Entrance,2,2025-26,6,CS429,OS,Core,3,3.88,FAC017,54,37,73.9,Shortage,19,112,81.67,4,10,79.45,50.03,70.57,29,35,89,Downward,53,24,55,88,88.0,D,6.02,7.84,9.24,Pass,3,2.2,5.5,2.3,Yes,17,No,High,High,Medium,9,Visual,1,9,5,4.88,34,31,Online,3.19,3,6,0,0,Yes,96,ROLL0096,BCA,BCA,2025-26,CS296,93.35,35,53,7.84,Male,23,6.5
97,ROLL0097,REG20260097,UNI001,COL001,ECE,B.Tech,DS,Male,2003-09-12,23,General,Yes,Delhi,Indian,5-10L,10th,Farmer,Yes,Yes,Private,64.89,State Board,94.73,ICSE,Science,134,797,Entrance,0,2025-26,5,CS338,ML,Core,5,4.7,FAC017,58,58,61.69,Shortage,21,34,83.11,2,3,90.26,59.91,94.43,27,23,25,Stable,51,32,53,74,74.0,D,9.75,7.5,6.99,Pass,3,7.4,6.3,4.4,No,46,No,Medium,Medium,Medium,3,Auditory,2,8,9,3.27,51,58,Hybrid,3.24,10,16,10,4,Yes,97,ROLL0097,ECE,MCA,2025-26,CS472,72.74,23,51,7.5,Male,23,4.1
98,ROLL0098,REG20260098,UNI001,COL001,MCA,BCA,Cloud,Female,2001-04-23,25,General,No,UP,Indian,2-5L,Postgraduate,Farmer,No,Yes,Private,60.45,State Board,97.96,CBSE,Science,60,848,Management,2,2025-26,1,CS184,Python,Elective,2,1.09,FAC005,52,54,69.66,Regular,16,47,86.81,5,0,95.58,65.64,78.36,23,28,17,Stable,47,37,43,75,75.0,A,6.93,8.92,8.62,Fail,2,7.4,5.5,2.6,No,51,No,Medium,Low,Medium,8,Auditory,6,6,12,3.37,56,77,Hybrid,4.99,3,6,2,3,Yes,98,ROLL0098,MCA,BCA,2025-26,CS416,83.31,28,47,8.92,Female,25,7.1
99,ROLL0099,REG20260099,UNI001,COL001,ECE,B.Tech,DS,Male,2001-09-30,25,OBC,No,Bihar,Indian,2-5L,12th,Business,No,No,Government,84.22,CBSE,94.84,State Board,Commerce,121,1723,Merit,2,2025-26,3,CS280,Python,Core,2,4.9,FAC018,57,56,97.73,Regular,9,86,73.45,0,7,83.94,61.3,64.66,30,35,11,Upward,59,36,43,94,94.0,C,9.18,6.47,9.76,Pass,0,7.0,7.9,2.5,Yes,43,No,Low,Low,Medium,8,Auditory,1,10,16,3.15,24,78,Online,3.13,2,17,7,4,No,99,ROLL0099,MCA,B.Tech,2025-26,CS371,84.14,35,59,6.47,Male,25,7.8
100,ROLL0100,REG20260100,UNI001,COL001,IT,B.Tech,Cyber Security,Female,2003-05-28,23,SC,Yes,UP,Indian,0-2L,Postgraduate,Business,Yes,No,Government,90.47,State Board,63.67,CBSE,Arts,185,4894,Management,1,2025-26,6,CS210,Data Structures,Elective,5,4.48,FAC004,41,38,89.1,Shortage,12,60,76.87,1,1,85.67,62.38,55.58,19,33,18,Stable,60,40,59,93,93.0,B,6.49,8.51,7.98,Fail,2,3.2,7.8,4.5,No,44,No,Medium,Medium,High,1,Visual,1,9,18,4.4,24,34,Online,4.28,8,16,1,4,No,100,ROLL0100,CSE,MCA,2025-26,CS212,70.63,33,60,8.51,Female,23,3.9
101,ROLL0101,REG20260101,UNI001,COL001,IT,B.Tech,Cloud,Female,2000-11-01,26,OBC,Yes,UP,Indian,10L+,Postgraduate,Business,Yes,Yes,Private,68.17,ICSE,63.77,ICSE,Commerce,58,2523,Entrance,2,2025-26,5,CS222,DBMS,Elective,3,1.04,FAC002,47,46,91.21,Regular,14,43,87.4,4,6,90.66,94.53,85.31,19,25,27,Stable,51,27,49,76,76.0,C,9.96,9.47,8.66,Pass,0,2.0,7.0,2.0,Yes,54,No,Medium,Low,High,10,Visual,3,10,7,5.0,31,116,Traditional,4.7,1,8,4,0,No,101,ROLL0101,IT,MCA,2025-26,CS349,83.04,25,51,9.47,Female,26,2.9
102,ROLL0102,REG20260102,UNI001,COL001,CSE,BCA,Cloud,Male,2005-03-19,21,General,No,Delhi,Indian,10L+,10th,Service,No,No,Private,80.59,State Board,61.99,CBSE,Arts,172,3156,Merit,1,2025-26,6,CS135,OS,Elective,2,4.45,FAC013,44,37,81.12,Shortage,5,39,89.4,4,0,75.66,56.39,71.89,22,39,53,Upward,48,31,56,87,87.0,C,7.78,7.56,8.91,Fail,0,2.7,7.4,2.1,Yes,44,No,Medium,Low,Low,6,Auditory,9,4,16,4.46,41,33,Traditional,3.8,4,6,3,3,Yes,102,ROLL0102,ECE,MCA,2025-26,CS103,85.16,39,48,7.56,Male,21,2.4
103,ROLL0103,REG20260103,UNI001,COL001,IT,MCA,Software Engg,Male,2003-03-08,23,General,Yes,Delhi,Indian,2-5L,Postgraduate,Self-employed,No,Yes,Government,73.46,ICSE,66.98,CBSE,Commerce,98,1710,Management,1,2025-26,3,CS319,Python,Core,3,1.42,FAC018,40,43,66.45,Regular,11,102,75.35,5,19,95.79,83.83,80.56,26,40,20,Upward,59,32,56,99,99.0,B,8.1,8.7,6.55,Fail,3,3.4,6.9,3.9,Yes,59,Yes,High,High,High,4,Visual,9,5,16,4.33,23,46,Traditional,5.0,3,8,10,2,Yes,103,ROLL0103,BCA,BCA,2025-26,CS456,66.5,40,59,8.7,Female,23,7.0
104,ROLL0104,REG20260104,UNI001,COL001,MCA,BCA,DS,Male,2004-04-29,22,OBC,Yes,Bihar,Indian,0-2L,12th,Self-employed,Yes,No,Government,84.39,State Board,62.22,ICSE,Arts,117,2843,Management,0,2025-26,3,CS147,DBMS,Elective,2,4.21,FAC012,50,45,73.59,Regular,29,94,97.16,3,11,68.81,79.96,87.6,24,35,14,Downward,41,35,47,76,76.0,D,9.05,9.04,9.12,Fail,3,2.8,5.2,4.6,No,29,No,Low,High,Medium,8,Kinesthetic,9,4,11,3.22,34,37,Hybrid,4.02,2,13,5,2,Yes,104,ROLL0104,MCA,MCA,2025-26,CS291,94.2,35,41,9.04,Male,22,3.2
105,ROLL0105,REG20260105,UNI001,COL001,IT,MCA,AI,Female,2004-01-01,22,SC,Yes,Bihar,Indian,0-2L,10th,Self-employed,No,No,Government,64.17,CBSE,97.73,State Board,Commerce,119,26,Entrance,1,2025-26,4,CS406,Data Structures,Elective,5,4.12,FAC014,40,58,68.28,Shortage,17,74,94.96,1,5,90.39,84.31,61.88,22,23,80,Stable,43,26,57,66,66.0,D,6.88,7.98,6.91,Fail,1,6.7,5.2,4.7,Yes,9,Yes,Medium,High,High,8,Auditory,4,8,7,3.84,33,54,Hybrid,4.23,5,8,6,0,No,105,ROLL0105,ECE,MCA,2025-26,CS202,71.92,23,43,7.98,Male,22,6.8
106,ROLL0106,REG20260106,UNI001,COL001,CSE,MCA,DS,Female,2003-10-06,23,General,Yes,UP,Indian,5-10L,Graduate,Business,No,No,Private,96.14,State Board,66.23,ICSE,Commerce,66,2590,Management,1,2025-26,2,CS302,DBMS,Elective,3,1.72,FAC002,55,43,82.12,Shortage,22,80,87.43,0,12,85.27,68.78,93.92,17,37,48,Stable,54,20,59,91,91.0,B,9.54,7.61,6.17,Fail,3,6.9,6.9,5.5,Yes,6,No,Medium,High,Low,4,Auditory,1,10,14,3.76,37,115,Traditional,3.8,6,5,3,5,Yes,106,ROLL0106,IT,MCA,2025-26,CS433,65.68,37,54,7.61,Female,23,4.7
107,ROLL0107,REG20260107,UNI001,COL001,ECE,BCA,Cloud,Male,2004-03-12,22,SC,No,UP,Indian,5-10L,Postgraduate,Self-employed,Yes,No,Private,89.86,State Board,80.77,State Board,Commerce,101,1711,Management,0,2025-26,5,CS424,Data Structures,Core,4,1.46,FAC004,55,42,63.26,Regular,14,92,91.96,3,14,96.54,89.86,74.28,25,34,98,Stable,51,37,59,85,85.0,B,7.13,6.93,6.43,Pass,0,6.9,6.8,2.1,No,38,Yes,Low,Medium,Low,9,Auditory,9,4,17,4.33,37,71,Traditional,3.73,5,14,9,3,No,107,ROLL0107,MCA,MCA,2025-26,CS379,63.49,34,51,6.93,Female,22,3.6
108,ROLL0108,REG20260108,UNI001,COL001,IT,BCA,DS,Male,2000-11-19,26,ST,Yes,Haryana,Indian,5-10L,10th,Farmer,Yes,No,Government,64.81,State Board,85.91,ICSE,Science,96,4299,Entrance,0,2025-26,6,CS400,Data Structures,Elective,4,1.9,FAC007,44,49,64.03,Shortage,11,40,82.39,0,20,74.35,83.47,87.61,25,29,43,Downward,40,33,47,69,69.0,D,8.61,9.48,7.18,Fail,0,4.7,6.4,5.9,No,20,No,High,Low,Medium,5,Auditory,3,4,7,3.23,53,120,Hybrid,4.23,1,7,1,5,No,108,ROLL0108,MCA,B.Tech,2025-26,CS380,63.34,29,40,9.48,Female,26,5.2
109,ROLL0109,REG20260109,UNI001,COL001,IT,MCA,Cyber Security,Female,2004-07-07,22,OBC,Yes,Haryana,Indian,10L+,12th,Service,Yes,No,Government,84.59,CBSE,76.29,ICSE,Commerce,136,599,Management,0,2025-26,6,CS408,ML,Core,5,4.32,FAC013,41,30,65.27,Shortage,28,23,73.49,4,11,99.54,90.23,88.1,18,29,41,Stable,43,24,55,72,72.0,A,8.09,8.72,9.01,Pass,1,6.3,7.3,2.9,No,30,No,Medium,High,Low,10,Auditory,8,7,16,3.83,56,108,Online,3.98,6,11,10,2,No,109,ROLL0109,CSE,B.Tech,2025-26,CS370,81.8,29,43,8.72,Male,22,6.4
110,ROLL0110,REG20260110,UNI001,COL001,CSE,MCA,AI,Male,2001-02-04,25,SC,Yes,Punjab,Indian,10L+,Postgraduate,Business,No,No,Government,97.91,State Board,73.13,State Board,Arts,58,4320,Merit,0,2025-26,5,CS270,Python,Core,3,3.16,FAC004,57,47,67.67,Regular,14,28,91.06,1,8,92.59,92.25,92.78,19,38,87,Downward,50,36,49,88,88.0,C,9.77,6.14,8.29,Pass,2,7.1,7.8,3.5,Yes,13,Yes,Medium,High,High,5,Auditory,3,4,10,3.1,37,119,Hybrid,3.55,8,10,1,0,No,110,ROLL0110,MCA,MCA,2025-26,CS473,63.61,38,50,6.14,Female,25,5.1
111,ROLL0111,REG20260111,UNI001,COL001,IT,MCA,Cloud,Male,2001-06-01,25,OBC,No,Haryana,Indian,0-2L,Graduate,Self-employed,Yes,No,Private,93.03,CBSE,93.41,ICSE,Arts,66,2449,Entrance,1,2025-26,5,CS176,DBMS,Elective,2,4.89,FAC011,50,35,93.94,Shortage,21,81,85.38,0,13,84.01,51.89,75.15,20,33,84,Downward,52,33,45,85,85.0,D,6.55,6.38,8.45,Fail,1,4.6,6.0,4.2,Yes,17,Yes,High,High,Low,3,Kinesthetic,6,6,13,4.65,30,71,Traditional,4.19,8,11,6,3,Yes,111,ROLL0111,BCA,MCA,2025-26,CS484,96.38,33,52,6.38,Female,25,4.2
112,ROLL0112,REG20260112,UNI001,COL001,MCA,B.Tech,Software Engg,Male,2004-04-14,22,OBC,No,Punjab,Indian,5-10L,12th,Farmer,Yes,No,Government,61.84,ICSE,89.64,State Board,Commerce,50,795,Merit,2,2025-26,4,CS271,ML,Elective,5,1.34,FAC005,43,56,88.79,Shortage,23,51,90.53,4,13,99.37,63.51,53.0,22,38,97,Downward,56,21,54,94,94.0,D,6.35,6.86,8.78,Pass,0,6.8,6.3,5.6,No,15,Yes,High,Low,High,5,Kinesthetic,10,4,23,4.54,32,43,Hybrid,3.6,2,12,7,1,Yes,112,ROLL0112,MCA,BCA,2025-26,CS328,79.78,38,56,6.86,Male,22,7.5
